国家,组别,位置,球员,俱乐部,联赛,身价_万欧,国家队进球,国家队助攻,世界杯进球,世界杯助攻,生涯总进球,生涯总助攻,本赛季俱乐部_进球,本赛季俱乐部_助攻,主要荣誉,号码,数据来源,年龄
苏格兰,C组,中场,瑞安·克里斯蒂,伯恩茅斯,英超,900,6,6,0,0,25,18,2,2,,20,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
苏格兰,C组,中场,肯尼·麦克莱恩,诺维奇,英冠,50,0,2,0,0,3,5,0,0,,18,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,34
苏格兰,C组,中场,本·甘农-多克,伯恩茅斯,英超,1600,0,0,0,0,0,1,0,1,,22,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
苏格兰,C组,中场,芬德利·柯蒂斯,基尔马诺克,苏超,90,0,0,0,0,0,0,0,0,,7,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
苏格兰,C组,前锋,切·亚当斯,都灵,意甲,850,6,3,0,0,80,18,8,1,,24,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
苏格兰,C组,前锋,林登·戴克斯,查尔顿,英冠,100,11,2,0,0,50,8,12,2,,9,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
苏格兰,C组,前锋,罗斯·斯图尔特,南安普顿,英超,280,2,0,0,0,60,12,7,1,英冠冠军,25,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
苏格兰,C组,前锋,劳伦斯·尚克兰,哈茨,苏超,280,4,1,0,0,35,5,3,1,苏超金靴,26,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
苏格兰,C组,前锋,乔治·赫斯特,伊普斯维奇,英冠,800,0,0,0,0,4,1,1,0,,13,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,94
土耳其,D组,门将,阿尔泰·巴延德尔,曼联,英超,700,0,0,0,0,0,0,0,0,,1,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,28
土耳其,D组,门将,默特·居诺克,费内巴切,土超,50,0,0,0,0,0,0,0,0,土超冠军 2023/24,23,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,37
土耳其,D组,门将,乌古尔坎·恰基尔,加拉塔萨雷,土超,1500,0,0,0,0,0,0,0,0,土超冠军,12,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
土耳其,D组,后卫,梅里赫·德米拉尔,吉达国民,沙特联,1400,6,0,0,0,18,2,1,0,意甲冠军 2020,3,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,28
土耳其,D组,后卫,卡迪奥卢,布莱顿,英超,3000,0,3,0,0,4,12,1,3,土超冠军 2024/25,17,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
土耳其,D组,后卫,泽基·切利克,罗马,意甲,1400,1,4,0,0,7,12,0,1,欧联冠军 2024,2,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,29
土耳其,D组,后卫,奥赞·卡巴克,霍芬海姆,德甲,1500,1,0,0,0,9,1,0,0,,15,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,26
土耳其,D组,后卫,阿卜杜勒克里姆·巴尔达克奇,加拉塔萨雷,土超,650,0,0,0,0,1,1,0,1,土超冠军 2024/25,4,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
土耳其,D组,后卫,埃伦·埃尔马利,加拉塔萨雷,土超,500,0,0,0,0,0,0,0,0,土超冠军,14,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,25
土耳其,D组,后卫,默特·米尔迪尔,费内巴切,土超,700,0,0,0,0,0,1,0,0,土超冠军,5,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
土耳其,D组,后卫,卡安·阿卡伊登,里泽体育,土超,120,0,0,0,0,0,0,0,0,,16,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
土耳其,D组,后卫,埃格森·瑟云聚,费内巴切,土超,350,6,0,0,0,17,2,1,0,土超冠军 2024,6,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,30
土耳其,D组,中场,哈坎·恰尔汗奥卢,国际米兰,意甲,1600,8,11,0,0,65,50,5,7,意甲冠军 2024/25/26 意大利杯 2022/23 欧冠亚军 2023,8,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,31
土耳其,D组,中场,伊斯梅尔·于克塞克,费内巴切,土超,1500,0,1,0,0,4,3,1,1,土超冠军 2024/25,19,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
土耳其,D组,中场,奥尔昆·科克库,贝西克塔斯,土超,2500,3,2,0,0,14,6,2,1,土超冠军 2021/24,10,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
土耳其,D组,中场,萨利赫·厄兹詹,多特蒙德,德甲,350,1,0,0,0,3,1,0,1,德甲冠军 2025,11,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
土耳其,D组,中场,卡安·艾汗,加拉塔萨雷,土超,150,0,0,0,0,0,0,0,0,土超冠军 2024/25,18,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
土耳其,D组,前锋,阿尔达·居莱尔,皇家马德里,西甲,4000,6,3,0,0,20,15,6,14,西甲冠军 2022 欧冠 2022/24,21,FBref全赛事 RealMadrid,19
土耳其,D组,前锋,凯南·伊尔迪兹,尤文图斯,意甲,7500,4,1,0,0,18,10,11,9,意甲杯 2024,24,FBref全赛事 Juventus,18
土耳其,D组,前锋,巴里什·阿尔佩尔·伊尔马兹,加拉塔萨雷,土超,3000,9,3,0,0,50,20,4,1,土超冠军 2023/24/25,9,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
土耳其,D组,前锋,尤努斯·阿克金,加拉塔萨雷,土超,1800,2,1,0,0,7,5,1,0,土超冠军,26,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
土耳其,D组,前锋,杰尼克·阿克蒂尔科奥卢,费内巴切,土超,2000,3,0,0,0,20,6,2,0,土超冠军│欧联冠军,22,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
土耳其,D组,前锋,奥古兹·艾丁,费内巴切,土超,700,1,0,0,0,4,1,3,0,土超冠军,20,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
土耳其,D组,前锋,德尼兹·居尔,波尔图,葡超,500,0,0,0,0,5,2,2,1,葡超冠军 2025,25,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
土耳其,D组,前锋,穆斯塔法·卡赫维奇,卡斯帕萨,土超,300,0,0,0,0,1,1,1,0,,7,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
土耳其,D组,前锋,尤素夫·乌尊,法兰克福,德甲,4500,0,0,0,0,5,2,1,0,,13,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
捷克,A组,门将,马泰克·科瓦尔,埃因霍温,荷甲,500,0,0,0,0,0,0,0,0,荷甲冠军 2024/25,1,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
捷克,A组,门将,维特克·斯坦尼克,布拉格斯拉维亚,捷克甲,200,0,0,0,0,0,0,0,0,捷甲冠军 2023/24/25,23,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
捷克,A组,门将,马林·霍尼切克,布拉加,葡超,100,0,0,0,0,0,0,0,0,,12,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
捷克,A组,后卫,大卫·尤拉塞克,布拉格斯拉维亚,捷克甲,700,0,0,0,0,2,0,1,0,捷甲冠军 2023/24/25,3,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
捷克,A组,后卫,罗比·泽勒尼,布拉格斯巴达,捷克甲,200,0,0,0,0,0,0,0,0,捷克甲冠军,2,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
捷克,A组,后卫,托马斯·霍莱什,布拉格斯拉维亚,捷克甲,500,0,0,0,0,1,0,1,0,捷克甲冠军,4,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
捷克,A组,后卫,马丁·维提克,布拉格斯拉维亚,捷克甲,250,0,0,0,0,0,0,0,0,捷克甲冠军,5,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
捷克,A组,后卫,拉迪斯拉夫·克雷伊奇,狼队,英超,800,1,0,0,0,4,1,0,0,,16,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
捷克,A组,后卫,罗宾·赫拉纳克,霍芬海姆,德甲,400,0,0,0,0,0,0,0,0,,6,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
捷克,A组,后卫,大卫·道杰拉,布拉格斯拉维亚,捷克甲,350,0,0,0,0,0,0,0,0,捷克甲冠军,14,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
捷克,A组,后卫,扬·齐马,布拉格斯拉维亚,捷克甲,300,0,0,0,0,0,0,0,0,捷克甲冠军,15,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
捷克,A组,中场,托马斯·绍切克,西汉姆联,英超,4000,14,4,0,0,50,18,1,1,欧联冠军 2023,22,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,31
捷克,A组,中场,帕维尔·舒尔茨,里昂,法甲,300,0,0,0,0,4,3,1,1,,17,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
捷克,A组,中场,卢卡什·普罗沃德,布拉格斯拉维亚,捷克甲,800,0,1,0,0,2,3,0,1,捷克甲冠军,19,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
捷克,A组,中场,瓦茨拉夫·切尔夫,比尔森胜利,捷克甲,250,0,0,0,0,0,0,0,0,捷克甲冠军,8,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,28
捷克,A组,中场,马赛尔·萨迪莱克,布拉格斯拉维亚,捷克甲,400,0,0,0,0,0,0,0,0,捷克甲冠军,10,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
捷克,A组,中场,克里斯蒂安·维辛斯基,比尔森胜利,捷克甲,350,0,0,0,0,0,0,0,0,捷克甲冠军,21,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
捷克,A组,中场,奥德雷·杜达,赫拉德茨克拉洛韦,捷克甲,100,0,0,0,0,0,0,0,0,,11,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
捷克,A组,中场,马蒂亚斯·索楚雷克,布拉格斯巴达,捷克甲,300,0,0,0,0,0,0,0,0,捷克甲冠军,20,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
捷克,A组,中场,亚历山大·索卡,布拉格斯拉维亚,捷克甲,200,0,0,0,0,0,0,0,0,捷克甲冠军,18,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
捷克,A组,前锋,帕特里克·希克,勒沃库森,德甲,1800,21,8,3,0,110,35,6,2,德甲冠军 2024 葡超冠军 2023 德国杯 2024,24,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,30
捷克,A组,前锋,亚当·赫洛热克,霍芬海姆,德甲,1000,2,1,0,0,18,5,5,1,,9,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,23
捷克,A组,前锋,扬·库赫塔,布拉格斯巴达,捷克甲,400,0,0,0,0,0,0,0,0,捷克甲冠军,7,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
捷克,A组,前锋,托马斯·乔里,布拉格斯拉维亚,捷克甲,350,0,0,0,0,2,1,2,0,捷克甲冠军,25,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
捷克,A组,前锋,莫伊米尔·齐迪尔,布拉格斯拉维亚,捷克甲,300,0,0,0,0,0,0,0,0,捷克甲冠军,13,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
捷克,A组,前锋,克里斯特·卡邦戈,姆拉达·博莱斯拉夫,捷克甲,150,0,0,0,0,0,0,0,0,,26,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
奥地利,J组,门将,亚历山大·施拉格,萨尔茨堡红牛,奥超,250,0,0,0,0,0,0,0,0,奥甲冠军 2022/23/24,1,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,30
奥地利,J组,门将,帕特里克·彭茨,布隆德比,丹超,220,0,0,0,0,0,0,0,0,,23,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,29
奥地利,J组,门将,弗洛里安·维格勒,比尔森胜利,捷克甲,180,0,0,0,0,0,0,0,0,捷克甲冠军,12,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,25
奥地利,J组,后卫,大卫·阿拉巴,皇家马德里,西甲,350,15,8,0,0,40,25,0,0,西甲冠军 2022 欧冠 2017/18/22/24 国王杯 2023 德甲冠军 2015-2022,4,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,33
奥地利,J组,后卫,凯文·丹索,托特纳姆热刺,英超,2000,3,1,0,0,8,2,1,0,,3,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,27
奥地利,J组,后卫,康拉德·莱默,拜仁慕尼黑,德甲,3200,0,2,0,0,5,5,3,12,德甲冠军 2024/25/26 德国杯 2026,15,FBref全赛事 Bayern,29
奥地利,J组,后卫,菲利普·林哈特,弗赖堡,德甲,1200,0,0,0,0,1,1,0,0,,2,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,33
奥地利,J组,后卫,马尔科·弗里德尔,云达不来梅,德甲,1200,0,0,0,0,0,0,0,0,,5,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,28
奥地利,J组,后卫,斯特凡·波施,美因茨,德甲,550,0,0,0,0,0,0,0,0,欧协联冠军 2025,14,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,29
奥地利,J组,后卫,亚历山大·普拉斯,霍芬海姆,德甲,900,0,1,0,0,1,2,0,0,,6,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,54
奥地利,J组,后卫,大卫·阿芬格鲁伯,埃尔切,西甲,900,0,0,0,0,0,0,0,0,,16,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,51
奥地利,J组,后卫,菲利普·姆韦内,美因茨,德甲,150,0,0,0,0,0,0,0,0,,17,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,32
奥地利,J组,中场,马塞尔·萨比策,多特蒙德,德甲,700,17,16,0,0,80,60,2,2,德甲冠军 2015/16/17/19/20/24 欧冠 2020,11,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,32
奥地利,J组,中场,克里斯托弗·鲍姆加特纳,RB莱比锡,德甲,3000,9,3,0,0,20,8,17,8,,18,FBref全赛事 Leipzig,26
奥地利,J组,中场,尼古拉斯·塞瓦尔德,RB莱比锡,德甲,2200,0,0,0,0,2,1,0,2,,7,FBref全赛事 Leipzig,25
奥地利,J组,中场,卡尔尼·丘库埃梅卡,多特蒙德,德甲,2000,0,0,0,0,1,0,1,0,欧冠 2021,10,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,22
奥地利,J组,中场,罗马诺·施密德,云达不来梅,德甲,1500,0,2,0,0,5,5,1,1,,8,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,26
奥地利,J组,中场,保罗·万纳,埃因霍温,荷甲,1800,0,0,0,0,0,0,0,0,,9,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,20
奥地利,J组,中场,帕特里克·维默,沃尔夫斯堡,德甲,1500,0,0,0,0,1,1,1,0,,19,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,42
奥地利,J组,中场,泽维尔·施拉格,RB莱比锡,德甲,1000,0,0,0,0,0,0,3,1,,20,FBref全赛事 Leipzig,28
奥地利,J组,中场,米夏埃尔·斯沃博达,威尼斯,意甲,300,0,0,0,0,0,0,0,0,,22,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,27
奥地利,J组,中场,弗洛里安·格里利奇,布拉加,葡超,200,0,0,0,0,0,0,0,0,,21,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,30
奥地利,J组,前锋,马尔科·阿瑙托维奇,贝尔格莱德红星,塞超,250,36,15,0,0,230,95,5,1,英超冠军 2015 奥甲冠军 2013/14,24,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,37
奥地利,J组,前锋,迈克尔·格雷戈里奇,奥格斯堡,德甲,150,4,3,0,0,90,30,4,1,,26,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,32
奥地利,J组,前锋,萨萨·卡拉季奇,LASK林茨,奥超,200,1,0,0,0,12,3,6,1,,25,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,28
奥地利,J组,前锋,阿里桑德罗·舍普夫,沃尔夫斯贝格,奥超,90,1,0,0,0,5,1,3,0,,13,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,32
瑞典,F组,门将,维克多·约翰松,斯托克城,英冠,600,0,0,0,0,0,0,0,0,,1,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
瑞典,F组,门将,克里斯托弗·诺德菲尔特,AIK索尔纳,瑞超,200,0,0,0,0,0,0,0,0,瑞超冠军,23,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
瑞典,F组,门将,雅各布·维德尔·泽特斯特伦,德比郡,英冠,100,0,0,0,0,0,0,0,0,,12,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
瑞典,F组,后卫,维克托·林德勒夫,阿斯顿维拉,英超,700,5,0,0,0,25,1,1,0,瑞超冠军,2,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
瑞典,F组,后卫,古斯塔夫·拉格比尔克,布拉加,葡超,500,0,0,0,0,0,0,0,0,,16,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
瑞典,F组,后卫,加布里埃尔·古德蒙德森,利兹联,英冠,600,0,0,0,0,0,0,0,0,,3,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
瑞典,F组,后卫,伊萨克·希恩,亚特兰大,意甲,1800,1,0,0,0,4,1,0,0,欧联冠军,4,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,1999-09-21
瑞典,F组,后卫,埃米尔·霍尔姆,尤文图斯,意甲,800,0,0,0,0,0,0,0,0,,5,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
瑞典,F组,后卫,丹尼尔·斯文森,多特蒙德,德甲,700,0,0,0,0,0,0,0,0,,6,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,24
瑞典,F组,后卫,卡尔·斯塔费尔特,塞尔塔,西甲,500,0,0,0,0,0,0,0,0,,17,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
瑞典,F组,后卫,哈尔马尔·埃克达尔,伯恩利,英冠,400,0,0,0,0,0,0,0,0,,14,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
瑞典,F组,后卫,埃里克·史密斯,圣保利,德甲,500,0,0,0,0,0,0,0,0,,15,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
瑞典,F组,中场,卢卡斯·贝里瓦尔,热刺,英超,5000,2,1,0,0,8,4,1,2,2024欧洲杯,8,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,20
瑞典,F组,中场,耶斯佩尔·卡尔斯特伦,乌迪内斯,意甲,1800,3,2,0,0,8,4,1,0,,10,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
瑞典,F组,中场,马蒂亚斯·斯万贝里,沃尔夫斯堡,德甲,1500,0,0,0,0,4,2,1,1,,11,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
瑞典,F组,中场,肯·塞马,帕福斯,塞浦超,600,0,0,0,0,0,0,0,0,,18,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
瑞典,F组,中场,贝斯福特·泽内利,埃尔夫斯堡,瑞超,500,0,0,0,0,0,0,0,0,瑞超冠军,19,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
瑞典,F组,中场,亚辛·阿亚里,布莱顿,英超,2000,0,0,0,0,0,0,0,0,,20,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
瑞典,F组,前锋,亚历山大·伊萨克,利物浦,英超,10000,17,5,0,0,100,30,4,1,瑞超冠军,22,FBref全赛事 Liverpool,26
瑞典,F组,前锋,维克托·哲凯赖什,阿森纳,英超,7000,23,4,1,0,145,30,21,3,葡超金靴,24,FBref全赛事 Arsenal,28
瑞典,F组,前锋,安东尼·埃兰加,纽卡斯尔联,英超,4000,8,4,0,0,30,18,5,2,,25,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,24
瑞典,F组,前锋,古斯塔夫·尼尔松,布鲁日,比甲,1000,2,0,0,0,5,2,1,1,,7,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
瑞典,F组,前锋,本杰明·尼格伦,凯尔特人,苏超,1200,1,0,0,0,4,1,1,1,苏超冠军,26,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
瑞典,F组,前锋,亚历山大·伯恩哈德松,荷尔斯泰因基尔,德甲,800,0,0,0,0,1,0,1,0,,13,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
瑞典,F组,前锋,塔哈·阿里,马尔默,瑞超,400,0,0,0,0,0,0,0,0,瑞超冠军,9,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
瑞典,F组,中场,托马斯·古斯塔夫松,布鲁日,比甲,1000,0,0,0,0,0,0,0,0,,21,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
波黑,B组,门将,尼古拉·瓦西里,圣保利,德甲,700,0,0,0,0,0,0,0,0,,1,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
波黑,B组,门将,马丁·兹洛米斯利奇,里耶卡,克甲,150,0,0,0,0,0,0,0,0,,23,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,23
波黑,B组,门将,奥斯曼·哈季基奇,斯拉文贝鲁波,波黑甲,80,0,0,0,0,0,0,0,0,,12,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
波黑,B组,后卫,塞纳德·科拉希纳茨,亚特兰大,意甲,400,2,2,0,0,8,6,1,0,法甲冠军 2016/17,2,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,32
波黑,B组,后卫,阿马尔·德迪奇,本菲卡,葡超,1200,1,1,0,0,4,3,0,0,葡超冠军 2023/24,4,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,23
波黑,B组,后卫,尼哈德·穆贾基奇,加济安泰普体育,土超,300,0,0,0,0,0,0,0,0,,15,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
波黑,B组,后卫,尼古拉·卡蒂奇,沙尔克04,德甲,500,0,0,0,0,0,0,0,0,,14,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,29
波黑,B组,后卫,塔里克·穆哈雷莫维奇,萨索洛,意甲,250,0,0,0,0,1,0,0,0,,6,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
波黑,B组,后卫,斯捷潘·拉德尔吉奇,里耶卡,克甲,150,0,0,0,0,0,0,0,0,,16,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
波黑,B组,后卫,丹尼斯·哈季卡杜尼奇,桑普多利亚,意乙,100,0,0,0,0,0,0,0,0,,17,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,65
波黑,B组,后卫,尼达尔·切利克,朗斯,法甲,150,0,0,0,0,0,0,0,0,,3,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
波黑,B组,后卫,阿米尔·哈季亚梅托维奇,赫尔城,英冠,100,0,0,0,0,0,0,0,0,,5,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
波黑,B组,中场,伊万·顺季奇,帕福斯,塞浦超,200,0,0,0,0,1,0,1,0,欧冠 2017,10,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
波黑,B组,中场,伊万·巴西奇,阿斯塔纳,哈萨克超,200,0,0,0,0,0,0,0,0,,18,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,38
波黑,B组,中场,杰尼斯·布尔尼奇,卡尔斯鲁厄,德乙,200,0,0,0,0,0,0,0,0,,19,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
波黑,B组,中场,埃尔明·马赫米奇,利贝雷茨,捷克甲,100,0,0,0,0,0,0,0,0,,11,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
波黑,B组,中场,本杰明·塔希罗维奇,布隆德比,丹超,250,0,0,0,0,0,0,0,0,,8,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
波黑,B组,中场,阿马尔·梅米奇,比尔森胜利,捷克甲,300,0,0,0,0,0,0,0,0,捷克甲冠军,21,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
波黑,B组,中场,阿明·吉戈维奇,伯尔尼年轻人,瑞士超,300,0,0,0,0,0,0,0,0,,22,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
波黑,B组,中场,克里姆·阿拉贝戈维奇,萨尔茨堡红牛,奥超,600,0,0,0,0,0,0,0,0,奥甲冠军 2023/24,20,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
波黑,B组,前锋,埃尔梅丁·德米罗维奇,斯图加特,德甲,2200,11,2,0,0,80,18,12,2,德甲冠军 2024,25,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,28
波黑,B组,前锋,乔沃·卢基奇,克卢日,罗甲,400,0,0,0,0,0,0,0,0,罗甲冠军,26,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
波黑,B组,前锋,萨梅德·巴兹达尔,雅盖隆,波黑甲,150,0,0,0,0,0,0,0,0,,13,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
波黑,B组,前锋,哈里斯·塔巴科维奇,门兴格拉德巴赫,德甲,400,0,0,0,0,0,0,0,0,,7,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,31
波黑,B组,前锋,埃斯米尔·巴伊拉克塔雷维奇,埃因霍温,荷甲,1500,0,0,0,0,0,0,0,0,荷甲冠军 2024/25/26,9,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,21
波黑,B组,前锋,埃丁·哲科,沙尔克04,德乙,200,73,20,0,0,410,120,4,1,德甲冠军 2010/12 意甲冠军 2015/17 欧冠 2014/15,24,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,40
哥伦比亚,K组,前锋,路易斯·迪亚兹,拜仁慕尼黑,德甲,7500,22,12,1,0,130,50,27,22,德甲冠军 2025/26 德国杯 2026,9,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,29
哥伦比亚,K组,前锋,库乔·埃尔南德斯,皇家贝蒂斯,西甲,2000,8,3,0,0,75,20,6,2,2024美洲杯亚军│2023MLS最有价值球员│2023MLS金靴,24,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,27
哥伦比亚,K组,前锋,乔恩·科尔多瓦,克拉斯诺达尔,俄超,1200,7,2,0,0,100,25,5,1,2024美洲杯亚军│2023俄罗斯超级杯,26,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,33
哥伦比亚,K组,前锋,路易斯·苏亚雷斯,马里博尔/格雷米奥,斯洛文尼亚甲/巴甲,800,8,4,0,0,70,20,4,1,2024美洲杯亚军,13,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
哥伦比亚,K组,前锋,安德烈斯·戈麦斯,雷恩,法甲,1500,3,2,0,0,35,15,2,1,2024美洲杯亚军│2023南美优胜者杯,25,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
哥伦比亚,K组,中场,J罗,明尼苏达联,美职联,100,31,24,7,4,130,75,4,5,世界杯金靴 2014 西甲冠军 2017,11,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,34
